object_id,abs_magn
31100,-51.87261568
31569,-58.68579827
31824,-50.35228256
32309,-53.93311882
32695,-52.10657803
33088,-49.15571746
33179,-47.52479964
33191,-56.61141411
33419,-52.53681965
33422,-59.29737079
34012,-48.16965571
34166,-56.61440599
34243,-42.5771
34299,-56.44669923
34437,-51.49260946
35197,-47.69640525
35315,-59.16649067
35743,-52.47517448
35772,-53.03621061
35855,-52.28013881
36085,-53.15745587
36153,-54.08551964
36783,-53.01410607
37149,-52.20813262
37661,-47.91516652
37865,-45.24863506
37872,-53.56672559
38174,-54.57780561
38205,-50.90983868
38690,-55.7871405
38754,-55.88674215
38899,-53.29254696
39305,-52.31893703
39398,-48.77357532
39597,-48.82324974
39626,-52.88810076
39846,-48.9788251
40290,-55.08696547
41515,-53.44647045
41738,-46.20557794
42118,-52.68858106
42224,-46.91415883
42288,-54.70720713
42333,-54.76244457
42469,-59.58306813
42852,-52.02861382
43028,-55.74601254
43151,-53.18503263
43211,-54.74938199
43337,-54.95783504
43812,-54.5467203
43962,-53.51168156
44102,-54.42741709
44217,-52.0893447
44309,-54.695406
45060,-54.68456287
45127,-45.16919982
45319,-53.08067806
45349,-52.87087163
45549,-55.33147649
46804,-55.23214723
47148,-49.97135052
47725,-54.81471103
48187,-53.9290939
48260,-54.35078301
48473,-55.09052951
48575,-52.8658442
48687,-55.70527454
48725,-51.91500783
48749,-54.03718086
48817,-52.98014177
49529,-54.56640112
49937,-55.22764567
50277,-51.98155996
50395,-50.5460702
51178,-43.9721
51279,-47.09181601
51318,-53.73994612
51490,-50.21456729
52150,-56.36549469
52320,-59.07773783
52425,-51.38358137
52740,-48.70459605
52854,-52.55325502
53249,-54.47644148
53354,-50.90487617
53574,-54.66507191
53782,-49.68825898
54416,-53.52090581
54883,-55.33520285
55002,-47.50390692
55033,-53.18561054
55060,-62.49903496
55354,-52.52164351
55419,-52.84772767
56053,-51.29071203
56334,-51.14536754
56349,-45.29993947
56461,-61.00756408
56821,-52.20817823
56987,-55.81129042
57205,-52.93165506
57237,-53.21912072
57666,-54.06044078
58174,-54.23200748
58265,-50.93756874
58323,-55.01235352
59068,-51.78489681
59128,-51.9082895
59463,-51.41947889
59580,-48.52613899
59644,-50.22973149
59732,-55.75527464
60023,-53.54619501
60098,-45.17437027
60340,-53.80125625
60350,-52.43083822
60554,-49.58959243
60976,-58.54722456
61165,-47.72438574
61763,-53.61103102
62187,-47.88811722
62253,-53.43127828
62254,-50.08555306
62541,-48.64015943
62908,-47.70556768
63561,-53.09368716
63718,-55.8347891
63860,-52.86991337
64248,-55.41768223
64854,-53.43356329
64888,-54.73082475
64896,-49.73587699
64911,-61.66941036
65745,-45.29883214
66126,-45.62578695
66536,-54.93063349
66548,-53.88264682
66852,-52.9230374
66967,-51.71309681
66999,-54.79175539
67245,-45.80131424
67514,-50.04934778
67686,-50.16965231
67730,-54.34071171
67898,-55.98687989
68003,-50.63895638
68276,-59.98018718
68298,-50.34050727
68835,-63.45102419
68886,-52.31742081
69271,-52.38532472
69490,-51.86675453
69767,-61.75593565
70046,-52.47392371
70135,-54.73688235
70171,-53.85510037
70272,-41.2058
70276,-57.82478532
70430,-53.27024562
70571,-52.75054853
70898,-53.8188248
70977,-49.61924443
71068,-60.51489048
71084,-53.61176599
71126,-53.35642759
71676,-55.33339301
71890,-52.62692707
71954,-54.15485385
72053,-49.43461481
72337,-44.00825251
72385,-48.13747953
72426,-53.07460701
72428,-55.35079175
72489,-51.11485416
72525,-55.2195591
72735,-49.51334031
73031,-54.17335181
73236,-61.07227621
73339,-49.81802258
73509,-49.4362729
73610,-58.28264011
74093,-54.80730663
75223,-53.47926904
75598,-50.36672515
75646,-53.26400602
75792,-53.60207402
75886,-52.33982971
75987,-43.6664
76242,-53.23139792
76304,-61.1543058
76639,-48.66878664
77041,-48.96445505
77192,-48.57653869
77222,-53.08751297
77292,-44.42500445
77306,-52.37119133
77340,-56.1109753
77391,-58.41008002
77518,-52.61997788
77623,-52.80144756
77825,-54.22348895
77906,-55.80293986
77952,-48.52309189
78233,-55.03763172
78727,-56.17776835
78974,-52.31454539
79002,-44.64144453
79155,-55.84960864
79235,-51.57562438
79515,-53.96215756
79743,-52.51879828
79819,-50.55340194
79921,-52.08807068
80155,-45.20286936
80205,-58.5642338
80780,-50.22223327
80832,-54.23223447
80852,-51.31440129
80903,-53.80560369
81000,-50.55965485
81252,-47.01647765
81464,-53.73740042
82409,-57.60119681
82702,-48.12482835
82740,-54.33042159
83410,-54.08114134
83462,-53.56762732
83634,-56.25878728
83872,-55.35865052
83954,-51.23164288
83961,-45.51464642
84716,-53.60252847
85490,-57.34890471
85789,-53.47365346
86456,-52.63628006
86487,-51.37195604
86834,-56.40255518
87180,-54.93663598
87608,-46.82691483
87685,-53.98786947
87703,-55.50703068
88180,-54.89894053
88195,-50.2305145
88587,-51.5877825
88600,-47.50495185
88627,-50.56334054
89387,-48.97531098
89455,-54.45663101
89999,-54.03290095
90534,-48.18474406
90645,-50.5102368
90814,-52.2838946
90892,-44.30954909
91219,-48.16376059
91291,-49.3670766
91335,-58.03844685
91460,-53.49653132
91610,-47.39301823
91644,-55.45725057
91917,-51.74858805
92354,-52.45500373
92577,-54.37543586
92904,-53.09004847
93333,-48.53986742
93509,-44.83775605
93663,-54.92316349
94004,-50.53333838
94229,-55.04686898
94613,-49.64588541
94704,-52.21231094
95127,-52.06506772
95369,-56.72304525
95455,-49.11226717
95483,-55.83229861
95508,-52.70925335
95566,-54.49434473
95580,-49.77581929
95690,-51.44903565
95741,-52.70885758
96284,-60.63412592
97406,-50.05240653
97687,-53.03917878
97850,-53.87954915
97920,-48.92650036
97957,-53.22376618
98570,-54.70109792
98749,-49.44914843
99013,-54.07918299
99050,-51.45663556
99261,-45.06686423
99280,-52.04360344
99293,-55.79645221
99294,-53.95246384
99452,-50.97769774
99642,-56.03393751
99862,-56.10571033
100057,-51.2243135
100097,-53.65389145
100133,-47.47308125
100331,-52.66443226
101050,-50.30248571
101298,-55.48940464
101489,-55.24904197
101508,-45.26717004
102036,-49.1675524
102343,-55.33702516
102363,-51.72628033
102745,-46.29701177
102864,-51.30113445
103023,-55.30501308
103026,-51.22420172
103100,-54.20912088
103145,-53.84197132
103162,-58.65302736
103350,-52.34321135
103354,-52.75654988
103927,-56.8322234
103948,-56.49514907
103967,-50.42128954
104212,-54.94497739
104397,-50.20811456
104476,-56.60314949
104498,-54.03002275
104526,-54.69292489
105744,-55.21735718
106177,-51.4566165
106434,-54.90326325
106594,-52.87721783
106730,-58.71335985
106743,-55.20644046
106937,-50.00436568
107193,-51.73620609
107439,-53.81511536
107568,-55.63188562
107615,-58.04502787
107712,-45.03041951
108021,-52.9997794
108141,-56.50045781
108229,-47.60408233
108358,-54.54942625
108487,-53.6516949
108554,-54.00652077
108693,-54.07711672
108739,-53.74634757
108888,-52.17810686
109036,-50.49156686
109057,-52.92622171
109294,-56.35666165
109516,-56.29421441
109654,-56.88550764
109860,-53.04257353
109903,-54.46609192
109937,-52.43283427
110241,-52.67018448
110257,-43.6631
110270,-53.08565074
110304,-54.97406999
110387,-49.02055043
110551,-52.17545956
110768,-52.18054786
110958,-49.72098761
111281,-54.30730742
111283,-52.66706128
111795,-45.50021093
111799,-49.33084731
112151,-53.32704969
112462,-51.11392145
112717,-47.37129464
112764,-48.34783959
112782,-54.5960076
113206,-46.16102482
113625,-47.28679201
113669,-53.46884697
113982,-54.03305329
114341,-56.74694214
114626,-52.10910446
114670,-49.97087402
114715,-52.98322907
114808,-54.51096442
115053,-52.51049675
115079,-46.55015103
115157,-53.26996612
115336,-60.04294345
115638,-51.84630218
115792,-52.83130502
115859,-51.5925827
116132,-53.62085819
116212,-56.14794152
116720,-48.24045286
116818,-53.49905546
117393,-53.58079325
117513,-52.69129723
117774,-53.70349867
118211,-48.79347569
118455,-45.83408225
118770,-49.10421402
118979,-56.81844097
119215,-53.71469875
119383,-48.06363181
119494,-52.5606404
119647,-46.81195054
119811,-51.59902012
120356,-55.07271551
120927,-52.8655067
121107,-46.0890723
121224,-60.4136188
121266,-51.81805158
121301,-52.68999596
121440,-55.94554899
121447,-55.29488162
121704,-53.08615561
121705,-49.11121686
121783,-57.57560982
121803,-56.16851109
122275,-56.21282883
122965,-53.28075149
123035,-47.63772363
123151,-51.54185394
123211,-50.00810025
123244,-52.89241871
123437,-47.68945553
123493,-53.75255317
123743,-56.42930486
124006,-48.90049998
124361,-58.52866135
124394,-52.19607149
124679,-52.02535976
124762,-53.85588863
125242,-56.70979475
125426,-58.53978984
125470,-51.0530839
125743,-55.25237448
126084,-58.26723462
127056,-53.39249345
127942,-50.11235728
127996,-53.652036
128339,-56.39526014
128488,-47.36707494
128518,-51.32896581
128564,-54.06919278
128737,-54.2941285
128746,-49.83828597
128967,-52.35394344
129179,-52.31979977
129490,-50.87426488
129503,-52.47591892
129648,-60.08988089
129861,-53.92154412
130220,-52.79130584
130404,-52.0852707
130502,-54.85626534
130750,-55.84191568
131075,-46.35241361
131305,-50.34561041
131488,-50.28534649
131629,-57.44707504
131814,-47.07386974
131815,-54.62486174
132021,-52.80174243
133074,-54.87586868
133191,-53.23402889
133234,-46.50136491
133354,-52.90085868
133513,-54.36366894
134380,-51.56162238
134824,-50.75621861
135054,-55.60082914
135067,-50.27173212
135097,-52.30596534
135790,-48.64974014
135813,-53.33260453
136110,-56.33040109
136407,-56.35988192
136704,-56.13731459
136931,-54.11934412
137645,-48.59127472
138010,-51.2576199
138068,-59.04833877
138263,-52.71975414
138415,-52.11428074
138553,-43.48503326
138947,-52.78384667
139329,-52.07304134
139362,-47.18847927
139405,-49.60925647
139637,-54.68706792
140096,-56.24339522
140948,-49.08804912
141212,-64.0858995
141302,-53.38097107
141686,-52.73919533
141937,-51.3923265
142254,-54.11319663
142368,-44.22802489
142866,-53.04403473
142867,-53.92461106
142885,-50.56441001
143066,-54.126237
143275,-46.53800328
143651,-48.57486524
144204,-53.93379492
144244,-49.33484353
145257,-55.338294
145675,-52.69295655
145859,-48.20993324
145926,-53.88858902
145990,-53.63680376
146410,-46.13904447
146429,-47.6691794
147214,-54.89380524
147571,-50.58307574
147642,-53.59001789
147752,-56.29190373
148466,-52.75753986
148535,-46.22179747
148543,-53.54078659
148976,-52.83262535
148996,-61.38442018
149129,-57.78421601
149130,-46.17457614
149478,-53.05958151
149673,-48.94677509
150561,-50.84705035
150818,-55.98201259
150880,-49.3960559
151427,-54.34273391
151462,-54.01170616
151498,-53.80933893
151704,-47.9505317
152079,-54.79705963
152083,-54.62655644
152300,-53.01499724
152453,-45.99602928
152756,-52.60929981
152812,-59.65186423
153539,-52.80020086
153880,-47.53992881
154053,-53.14933688
154402,-62.40328859
154631,-52.75660342
154648,-45.0811
154762,-46.1957823
155380,-49.72130157
155541,-51.03614366
155613,-53.70350413
155778,-53.98321414
156386,-56.03421599
156537,-58.94895549
156739,-48.0368386
157120,-50.51786033
157299,-54.62856375
157477,-61.48048615
157746,-51.3159542
158042,-51.32678496
158241,-54.93484551
158507,-53.55681285
158515,-52.26355129
158573,-55.71979446
158697,-53.3525464
158813,-51.97550869
158904,-59.14229613
159277,-48.80327174
159665,-48.70840993
159925,-45.4866
160048,-55.34871132
160426,-49.89513573
160527,-53.35142345
160737,-52.13838101
161135,-46.53798318
161521,-58.26328691
161591,-53.39720807
161988,-53.16723637
162093,-55.34269047
162139,-53.27986354
162531,-52.81105483
162538,-50.76145728
162994,-52.7069379
163208,-50.83263033
163680,-54.28140465
163894,-56.06911457
164582,-52.78670221
165494,-49.93120036
165507,-51.28893312
165821,-56.55432384
165985,-54.74557147
166103,-54.40217258
166186,-53.4928427
166697,-59.29879078
166727,-53.00096271
167220,-53.71327879
167260,-52.96313317
167310,-55.89839825
167417,-48.81132731
167436,-53.30267782
167488,-53.81167996
167910,-53.71016253
168465,-57.55463638
168659,-52.87042954
168967,-47.66067507
169133,-51.98698928
169203,-50.67940994
169282,-47.42539256
169315,-52.79350644
169678,-53.69895373
169889,-53.87185729
170133,-50.56704814
170135,-55.11651306
170667,-52.20065235
170698,-58.57384154
170753,-57.54639723
171194,-58.33139852
172164,-54.28984312
172231,-53.59691587
172825,-54.16499812
172861,-53.1518783
173059,-54.06267376
173317,-63.51427607
173500,-51.59504923
173708,-52.04353016
174258,-62.03822279
174968,-59.68608909
175185,-55.04373835
175409,-49.72394921
175477,-51.44644182
175907,-54.36491872
175935,-52.96361408
176060,-51.18647244
176219,-48.73016832
176224,-51.07486463
176303,-52.93247717
176675,-54.59275273
176687,-51.77198649
177141,-47.00127861
177149,-56.72725898
177211,-58.26706849
177291,-53.44482111
177297,-59.1997974
177475,-52.9527082
177557,-45.8368
177627,-51.93591354
177808,-51.19394895
177812,-47.27057671
177970,-53.36231801
178529,-52.67644742
178550,-52.85498482
178664,-55.32793922
178764,-55.71321941
178859,-49.75603674
179813,-50.68239878
179834,-46.44212564
179877,-54.24616889
180090,-45.9555758
180224,-46.66746614
180288,-52.0494759
180290,-53.63163867
180994,-53.95902059
181003,-53.59955911
181046,-51.51959611
181919,-49.97996109
181956,-55.70925338
182291,-54.87588759
182317,-47.06551038
182732,-61.04402124
183049,-54.74601489
183206,-54.47186072
183210,-53.77501872
183283,-58.97218622
183481,-46.80740505
183842,-52.20041403
183932,-56.79826032
184218,-53.15287053
184530,-51.90153911
184663,-54.00214542
184736,-51.6400654
184895,-51.4960244
185562,-53.89433155
185700,-55.49551983
185701,-54.1980322
185785,-55.76238998
186060,-42.6883
186159,-48.69795475
186171,-54.73275164
186345,-44.01578606
186462,-51.73505222
186702,-53.61414765
186835,-56.76213727
187001,-52.88011582
187048,-51.84942726
187192,-51.81616071
187216,-52.7070566
187545,-47.86039705
187783,-56.72715502
187817,-48.29338091
188377,-53.33532768
188513,-56.43329035
188609,-49.48939646
188764,-53.38903936
189164,-49.87252015
190102,-52.60773583
190161,-52.33861716
190303,-53.07307996
190577,-56.53408344
190784,-54.70379383
190878,-55.21467622
191008,-53.75126505
191334,-50.66914343
191397,-53.56173651
191667,-55.69390292
192104,-53.03755864
192492,-51.71283855
193178,-56.3298936
193431,-54.49095065
193470,-53.39245316
193610,-54.92502053
193639,-52.72792071
193712,-55.17816034
194054,-53.09181099
194350,-54.23694844
194474,-54.59775485
194500,-54.13041956
194509,-45.29479796
194563,-51.14056643
194669,-47.33327966
194786,-55.83216765
195047,-44.77939992
195359,-51.10399929
195555,-51.78898395
195975,-55.26394145
196121,-51.51195373
196221,-52.21051697
196240,-52.48417785
196870,-43.17975325
197129,-52.85406627
197141,-51.3986731
197475,-44.3405
197559,-52.93279764
197650,-52.53794984
197727,-51.91977817
197776,-48.91260077
197784,-48.47466305
198035,-54.15313928
198049,-60.78408083
198229,-52.31263422
198434,-53.71837374
198669,-53.48540843
198776,-65.47142216
198788,-54.69615285
198932,-53.82066065
198983,-45.32900252
199089,-55.99802019
199356,-47.4806663
199387,-52.0205363
199479,-50.43698999
199547,-49.02694394
199801,-50.61525639
199909,-54.35010501
200034,-53.58425939
200061,-54.07408348
200418,-52.36112569
200434,-52.93609796
200471,-52.34498367
201296,-53.54304835
201454,-44.68254442
201575,-50.19545121
201776,-55.27783792
201803,-54.49917007
201908,-55.01678563
202003,-52.0775409
202260,-51.50861846
202271,-53.07311894
202369,-46.48523383
202790,-49.32644307
202856,-57.19860276
203203,-44.88809701
203204,-46.72390755
203294,-54.46156608
203563,-59.20158113
203686,-51.74757642
203758,-60.69554556
203802,-47.1430179
203970,-53.42318173
203976,-55.32209496
204379,-55.25681256
204437,-52.91996609
204512,-53.42258718
204697,-46.57265486
204843,-59.62655739
204989,-59.40989734
205266,-52.74148381
205326,-58.23726172
205449,-53.87957533
205850,-57.2537401
206141,-60.53922778
206162,-52.51126442
206547,-52.6221915
207283,-52.47797745
207413,-55.61289088
207496,-54.26675927
207535,-54.58208614
207549,-56.75701585
207706,-50.10451973
207745,-55.12373544
208261,-54.29735732
208526,-47.84766116
208610,-56.46798708
208704,-51.28947662
208803,-54.20755256
209120,-54.47531692
209171,-53.93552911
209630,-58.48288634
209796,-54.81154807
209911,-48.82592086
209987,-54.79745222
210296,-51.09650631
210335,-58.10569873
211092,-54.51249675
211096,-48.80134552
211114,-50.19395792
211120,-45.1056
211202,-53.43357119
211290,-55.49262579
211326,-54.92029709
211331,-50.32143052
211382,-47.85989322
211842,-54.65726564
212024,-54.00420386
212064,-48.04094581
212815,-52.25679296
213005,-49.55845191
213128,-49.09414606
213157,-55.73054685
213161,-52.24203146
213374,-45.76305156
213496,-55.21393998
213590,-58.7934692
213698,-59.64742775
213707,-52.85756312
213759,-55.85479269
213773,-53.41085847
213934,-52.44507054
214668,-54.3252672
214935,-54.44899571
215078,-57.03142916
215159,-58.40752795
215282,-48.77844953
215339,-54.68621704
215351,-54.48330173
215370,-52.41998188
215463,-53.89180763
215930,-52.41558154
216102,-51.40370589
216122,-53.59906301
216227,-45.70830121
216337,-54.015786
216799,-52.52236233
217389,-53.47177051
217593,-51.4501864
218492,-54.50078391
218627,-60.31605728
218714,-52.88909967
219233,-48.65652624
219744,-43.79238256
219820,-56.28249856
219917,-45.72158746
220157,-52.13108435
220227,-55.79234856
220426,-52.95115424
220890,-52.80669419
220893,-49.76953422
221071,-47.07296148
221663,-59.59640889
221704,-44.19899809
221784,-49.54906848
222059,-53.18017527
222095,-54.28852591
222108,-52.08190917
222326,-53.06387609
222577,-49.51643868
222719,-59.96393269
222970,-44.96981499
223165,-54.05908259
223166,-55.70494193
223581,-53.27859555
223905,-52.87161144
223915,-53.48501359
224004,-43.64454358
224009,-51.60856131
224031,-54.58184822
224100,-47.82205007
224297,-55.39801081
224596,-55.56836903
225416,-54.08001915
225529,-54.67844067
225773,-55.07138046
225829,-51.8015966
225919,-53.78393314
226040,-54.66049256
226172,-55.10571234
226550,-54.64151283
226704,-52.95609677
226847,-56.06579934
226850,-52.517819
226891,-47.62770375
226980,-55.31005197
227067,-62.09143794
227068,-54.1554554
227306,-45.20032787
228629,-54.15967256
228766,-46.85000361
229471,-55.33948797
229669,-54.01765746
229855,-53.32910593
230026,-55.8622731
230027,-57.52939682
230227,-54.86250054
230228,-59.99261628
230248,-48.60771316
230610,-59.78116789
230922,-54.21450568
230944,-52.61273758
231097,-45.87516891
231490,-51.14059158
231741,-53.50264291
231838,-56.3817883
231903,-55.44432682
232158,-54.92151722
232276,-53.36465601
232308,-53.47813324
232356,-53.96946769
232478,-51.79431762
232506,-52.12005269
232628,-53.52365222
232681,-52.03568665
233042,-52.6403131
233120,-54.76766174
233267,-54.05198451
233523,-52.96076164
233524,-56.44454689
233697,-53.61848523
233950,-52.76293125
234219,-52.24356191
234657,-57.17283146
235005,-53.12178786
235022,-51.92455896
235141,-53.04362292
235219,-52.74244954
235478,-55.24174457
235641,-58.03790569
235847,-54.2950417
236075,-50.39066323
236095,-51.77233734
236106,-56.55232342
236222,-53.86645386
236386,-56.27792223
236647,-54.72756645
236699,-52.96931064
237006,-59.08237335
237146,-52.89997802
237149,-56.62087305
237164,-52.54213661
237313,-56.72110327
237559,-50.07780239
237600,-51.81284649
237651,-49.62051412
238011,-50.31071088
238195,-52.2608057
238279,-53.28749714
238409,-53.32481536
238484,-52.16455646
238604,-63.37644402
238809,-53.61376329
239050,-42.1278
239080,-52.82815613
239227,-54.33448401
239315,-54.13783491
239328,-55.21916488
240038,-52.78301528
240293,-56.88903552
240336,-54.69911583
240759,-51.47602249
240999,-51.18822989
241329,-63.82514411
241393,-49.70438646
241412,-61.02541194
241746,-54.300315
242450,-53.37881689
242508,-54.09243956
242943,-56.22897991
242991,-55.27649296
243552,-58.89930768
243928,-45.28795847
244228,-48.16068233
244487,-54.34292599
244614,-52.16620071
244733,-52.22368332
244805,-54.66423108
245390,-55.44651564
245457,-51.21297401
245506,-54.58307476
245571,-52.15296061
245610,-53.66893991
245807,-51.57077843
245853,-57.71127978
245974,-55.76796457
246096,-52.8946645
246247,-54.30579923
246511,-54.92195865
246759,-57.28661367
246768,-51.43133048
246788,-46.51114841
246789,-49.83675135
247109,-54.91103787
247729,-52.5715698
247781,-48.0261762
248046,-52.63701814
248547,-55.2524502
248648,-53.72945834
248925,-47.73645521
248938,-53.03705389
249296,-49.45879008
249825,-54.1490797
249956,-54.01051738
249991,-50.59013097
250218,-51.64058011
250327,-56.96725114
250572,-55.75802628
250956,-52.25966381
251002,-52.51438469
251079,-54.23580006
251430,-55.70906491
251728,-54.84308442
252115,-53.4177209
252136,-54.79046527
252193,-51.02166922
252245,-53.28501843
252381,-49.87987395
252543,-52.94693359
252575,-57.6104088
252610,-50.25320795
252646,-56.05267384
253072,-53.18936013
253105,-55.99640143
253231,-55.52310836
253395,-53.02238279
253633,-55.21164805
253634,-50.40069821
253796,-51.60504598
253844,-52.27288162
253860,-54.0805107
254082,-61.57862487
254147,-51.13218558
254238,-51.07702306
254305,-54.74701243
254314,-54.41456207
254618,-57.90100486
254732,-53.23173217
255194,-57.05833139
255747,-53.72418653
255763,-52.43580877
255879,-54.52285778
256504,-46.39763765
256581,-59.72497111
257007,-48.77354573
257209,-56.31600813
257457,-55.41597217
257526,-48.31497546
257906,-50.05255086
258055,-48.91365525
258231,-51.73263931
258315,-50.54610539
258452,-48.31069593
258489,-48.25934152
258789,-47.83233079
259447,-43.471
259644,-54.93811045
259884,-48.33349183
260024,-54.35501388
260498,-51.40530633
260564,-54.26224073
260996,-58.15120792
261127,-47.41552493
261542,-50.55412579
261823,-48.51896374
261863,-54.76772275
262081,-44.12822445
262146,-48.50349628
262311,-53.98370115
262402,-56.16582946
262661,-52.64368044
262731,-52.03063007
263223,-48.36467942
263303,-62.05817758
263344,-53.66965756
263595,-54.98293212
264261,-50.2910082
264655,-53.86587187
264774,-50.40636212
265397,-55.63912611
265536,-58.42534726
265537,-55.17662024
265587,-49.65135338
265666,-50.31838144
266014,-55.10547027
266218,-51.32504849
266405,-53.04040911
266432,-54.45189913
266762,-45.7866
267192,-53.61101275
267638,-55.38974817
267911,-54.94568353
267965,-50.63635981
268128,-51.74044094
268605,-50.11297009
268745,-54.19577143
268757,-55.70031539
268812,-53.55507771
268949,-55.22681027
269283,-55.10897349
269416,-54.10665571
269623,-53.87125138
269733,-54.13990944
269814,-54.35279695
270009,-60.51521215
270203,-47.11516688
270612,-47.45853109
270675,-55.02118067
271322,-52.26410269
271394,-54.67424168
271554,-46.91448602
271819,-48.70166096
272839,-53.57752723
272840,-55.52382171
272926,-49.48980647
273326,-49.35961856
273526,-49.80424123
273762,-54.01376785
273804,-51.23655108
273938,-52.51780046
274024,-51.0956372
274283,-53.12387386
274494,-53.91821755
274498,-57.67427295
274913,-56.29476799
275009,-54.58931475
275093,-54.77718991
275128,-54.62804636
275243,-54.17291238
275834,-51.04055034
275987,-58.97557897
276083,-57.11044119
276457,-53.86301299
276496,-45.2733
277345,-52.87637937
277515,-54.18572721
278398,-53.60653363
278407,-56.24455059
278670,-48.09336112
278959,-52.81467821
278971,-49.50187789
279158,-52.98418656
279243,-54.93079455
279292,-54.9576573
279402,-56.36496427
279501,-53.64095486
279583,-56.86307722
279664,-50.82821614
279734,-54.49331692
279908,-53.05695479
280437,-48.42318359
280766,-51.20244611
280788,-50.9240551
280917,-54.67844732
281110,-56.44640085
281122,-48.5165523
281632,-45.6094039
282638,-49.19567065
282714,-55.48641793
283016,-52.93532832
283066,-45.70166557
283139,-52.26704997
283565,-54.02343557
283751,-52.68337988
283782,-55.67493377
283902,-54.96686093
284093,-52.87995735
284171,-51.20819364
284475,-52.11798121
284997,-50.96543951
285029,-49.02248898
285450,-48.50575317
285617,-53.93005988
285683,-57.25051634
285827,-52.16266246
285912,-51.58245282
286936,-57.81071859
287028,-54.65784181
287173,-47.96445903
287479,-49.66705612
287556,-53.69817252
287657,-54.59715362
288920,-54.12572023
289303,-49.41411341
289325,-54.37835462
289945,-54.10073396
289969,-57.0897545
290030,-53.1108119
290161,-55.83836315
290322,-50.87885927
290460,-56.80851835
290559,-53.62072202
290676,-48.74577322
290682,-59.40900668
290877,-54.45006089
291304,-55.31124905
291834,-57.46079973
292021,-53.09918505
292344,-56.31942809
292384,-45.1319
292533,-55.72127208
292571,-53.08374168
292839,-54.67651114
293658,-53.77547229
294237,-56.89564997
294647,-50.92058724
294841,-43.649
295725,-50.35336367
296200,-42.20879137
296390,-57.31342329
296830,-50.85520457
297185,-50.61146392
297215,-54.69657505
298132,-47.05535824
298585,-51.54501968
298798,-50.84190566
298802,-54.70196712
298918,-54.34403434
299284,-50.36948652
299348,-55.94791912
299436,-52.75628018
299747,-50.09255063
299781,-47.92452886
300441,-52.81396343
300642,-47.44335327
300864,-54.92482178
300965,-56.93461496
301257,-44.51143626
301369,-53.24689813
301420,-53.65325633
301758,-50.8541947
301819,-53.70114502
301907,-50.89407875
301956,-54.26795151
302209,-50.81799198
302382,-50.23272562
302689,-45.51836014
302757,-45.39079814
302887,-46.65175475
303024,-54.62123688
303071,-60.14732976
303122,-52.48992233
303200,-51.94157057
303488,-51.88066105
304176,-53.88362329
304386,-55.07269206
304804,-52.83646639
304833,-51.84497982
304843,-53.16444858
304945,-53.61857247
305089,-52.69373358
