object_id,ra,decl,gal_l,gal_b,ddf,hostgal_specz,hostgal_photoz,hostgal_photoz_err,distmod,mwebv,target
130779875,1.708861,-45.586655,325.688716,-69.520253,1,0.0,0.0,0.0,,0.011000000000000001,65
130779876,151.699219,3.583322,236.53322400000002,44.205648,1,0.0,0.0,0.0,,0.016,16
130779877,347.84671000000003,-64.760857,318.929827,-49.143596,1,0.0,0.0,0.0,,0.019,65
130779878,150.820312,1.6415099999999998,237.99450699999997,42.358984,1,0.0,0.0,0.0,,0.02,92
130779879,351.299988,-62.3204,319.03859700000004,-52.026866999999996,1,0.0,0.0,0.0,,0.018000000000000002,16
130779880,351.953644,-62.13215600000001,318.777388,-52.347124,1,0.0,0.0,0.0,,0.019,92
130779881,53.789062,-27.784405,223.68569700000003,-53.845803000000004,1,0.0,0.0,0.0,,0.009000000000000001,16
130779882,351.259003,-64.386185,317.34486,-50.255113,1,0.0,0.0,0.0,,0.02,65
130779883,151.171875,2.238686,237.619933,42.994783,1,0.0,0.0,0.0,,0.024,16
130779884,51.855469,-27.953188,223.543603,-55.56146999999999,1,0.0,0.0,0.0,,0.008,65
130779885,349.966217,-62.696659,319.54298900000003,-51.376556,1,0.0,0.0,0.0,,0.021,16
130779886,349.429535,-62.508568000000004,320.039643,-51.393745,1,0.0,0.0,0.0,,0.02,16
130779887,349.891296,-64.573555,317.972107,-49.786192,1,0.0,0.0,0.0,,0.023,65
130779888,149.238281,3.882372,234.283829,42.351155,1,0.0,0.0,0.0,,0.033,92
130779889,150.292969,2.6867240000000003,236.42748799999998,42.541447,1,0.0,0.0,0.0,,0.016,65
130779890,34.101562,-5.829153,170.247753,-60.638325,1,0.0,0.0,0.0,,0.019,16
130779891,53.96484399999999,-28.630989000000003,225.14295,-53.813613000000004,1,0.0,0.0,0.0,,0.009000000000000001,65
130779892,33.222656,-4.7801919999999996,167.51565300000001,-60.396584,1,0.0,0.0,0.0,,0.018000000000000002,65
130779893,359.805206,-46.768478,327.135979,-67.829903,1,0.0,0.0,0.0,,0.011000000000000001,65
130779894,52.55859399999999,-27.279613,222.538937,-54.84510699999999,1,0.0,0.0,0.0,,0.008,65
130779895,53.085938,-27.784405,223.52550899999997,-54.460747999999995,1,0.0,0.0,0.0,,0.006999999999999999,65
130779896,149.589844,3.583322,234.885369,42.474696,1,0.0,0.0,0.0,,0.024,65
130779897,53.61328100000001,-27.953188,223.92953300000002,-54.024772,1,0.0,0.0,0.0,,0.006999999999999999,65
130779898,346.65518199999997,-63.260487,320.952196,-50.040935,1,0.0,0.0,0.0,,0.019,16
130779899,346.65518199999997,-63.260487,320.952196,-50.040935,1,0.0,0.0,0.0,,0.019,65
130779900,53.26171899999999,-27.615883,223.280041,-54.281374,1,0.0,0.0,0.0,,0.006,16
130779901,150.996094,2.388015,237.31391200000002,42.939977,1,0.0,0.0,0.0,,0.021,65
130779902,346.5625,-63.448283999999994,320.82472,-49.866957,1,0.0,0.0,0.0,,0.021,65
130779903,152.050781,3.2843690000000003,237.15737400000003,44.318466,1,0.0,0.0,0.0,,0.019,16
130779904,348.595886,-63.07261999999999,320.02328900000003,-50.71306,1,0.0,0.0,0.0,,0.021,16
130779905,51.855469,-27.953188,223.543603,-55.56146999999999,1,0.0,0.0,0.0,,0.008,92
130779906,53.96484399999999,-28.630989000000003,225.14295,-53.813613000000004,1,0.0,0.0,0.0,,0.009000000000000001,16
130779907,151.171875,1.342993,238.60252000000003,42.464379,1,0.0,0.0,0.0,,0.026000000000000002,65
130779908,2.097458,-45.783966,324.73784,-69.478613,1,0.0,0.0,0.0,,0.011000000000000001,65
130779909,150.820312,3.1349270000000002,236.341348,43.230123,1,0.0,0.0,0.0,,0.016,16
130779910,51.855469,-27.953188,223.543603,-55.56146999999999,1,0.0,0.0,0.0,,0.008,65
130779911,149.414062,3.4338339999999996,234.919132,42.24555,1,0.0,0.0,0.0,,0.027000000000000003,16
130779912,150.820312,3.7328339999999995,235.66631800000002,43.572109000000005,1,0.0,0.0,0.0,,0.016,65
130779913,351.73467999999997,-62.884678,318.28412799999995,-51.651216999999995,1,0.0,0.0,0.0,,0.019,16
130779914,358.648071,-46.37508,329.462659,-67.716008,1,0.0,0.0,0.0,,0.009000000000000001,16
130779915,33.398438,-3.7328339999999995,166.49228,-59.466614,1,0.0,0.0,0.0,,0.022000000000000002,65
130779916,349.285706,-62.884678,319.786163,-51.046461,1,0.0,0.0,0.0,,0.018000000000000002,92
130779917,51.328125,-27.784405,223.13058900000001,-55.999499,1,0.0,0.0,0.0,,0.013000000000000001,65
130779918,352.711273,-63.823657999999995,316.922299,-51.059403,1,0.0,0.0,0.0,,0.024,92
130779919,352.711273,-63.823657999999995,316.922299,-51.059403,1,0.0,0.0,0.0,,0.024,16
130779920,358.636353,-46.768478,328.890146,-67.388837,1,0.0,0.0,0.0,,0.008,65
130779921,349.615387,-63.636005000000004,318.92724599999997,-50.506541999999996,1,0.0,0.0,0.0,,0.018000000000000002,16
130779922,53.4375,-29.142222999999998,225.90812000000003,-54.336118000000006,1,0.0,0.0,0.0,,0.008,16
130779923,148.886719,2.6867240000000003,235.347248,41.389003,1,0.0,0.0,0.0,,0.027999999999999997,65
130779924,350.230255,-61.943836,320.053946,-52.070537,1,0.0,0.0,0.0,,0.017,65
130779925,2.097458,-45.783966,324.73784,-69.478613,1,0.0,0.0,0.0,,0.011000000000000001,65
130779926,34.101562,-5.829153,170.247753,-60.638325,1,0.0,0.0,0.0,,0.019,65
130779927,347.617462,-62.508568000000004,321.121462,-50.904708,1,0.0,0.0,0.0,,0.019,65
130779928,1.708861,-45.586655,325.688716,-69.520253,1,0.0,0.0,0.0,,0.011000000000000001,16
130779929,33.574219,-5.079716,168.448505,-60.40721800000001,1,0.0,0.0,0.0,,0.016,65
130779930,150.117188,2.836105,236.12471800000003,42.483719,1,0.0,0.0,0.0,,0.016,65
130779931,351.299988,-62.3204,319.03859700000004,-52.026866999999996,1,0.0,0.0,0.0,,0.018000000000000002,65
130779932,152.050781,3.2843690000000003,237.15737400000003,44.318466,1,0.0,0.0,0.0,,0.019,65
130779933,348.529419,-61.75544,321.29398,-51.763351,1,0.0,0.0,0.0,,0.016,65
130779934,150.644531,3.583322,235.698235,43.342784,1,0.0,0.0,0.0,,0.018000000000000002,65
130779935,151.171875,1.342993,238.60252000000003,42.464379,1,0.0,0.0,0.0,,0.026000000000000002,65
130779936,51.855469,-27.953188,223.543603,-55.56146999999999,1,0.0,0.0,0.0,,0.008,16
130779937,346.130127,-63.07261999999999,321.42310299999997,-50.042305,1,0.0,0.0,0.0,,0.02,65
130779938,346.5625,-63.448283999999994,320.82472,-49.866957,1,0.0,0.0,0.0,,0.021,65
130779939,151.171875,2.537361,237.288526,43.169764,1,0.0,0.0,0.0,,0.024,16
130779940,53.61328100000001,-27.953188,223.92953300000002,-54.024772,1,0.0,0.0,0.0,,0.006999999999999999,92
130779941,0.965665,-46.37508,325.845907,-68.579427,1,0.0,0.0,0.0,,0.006999999999999999,65
130779942,53.085938,-27.784405,223.52550899999997,-54.460747999999995,1,0.0,0.0,0.0,,0.006999999999999999,16
130779943,351.321442,-64.198746,317.458993,-50.429930999999996,1,0.0,0.0,0.0,,0.023,65
130779944,348.586945,-64.573555,318.693903,-49.477869,1,0.0,0.0,0.0,,0.018000000000000002,16
130779945,33.398438,-4.331149,167.226341,-59.936551,1,0.0,0.0,0.0,,0.018000000000000002,65
130779946,349.891296,-64.573555,317.972107,-49.786192,1,0.0,0.0,0.0,,0.023,65
130779947,53.26171899999999,-27.615883,223.280041,-54.281374,1,0.0,0.0,0.0,,0.006,65
130779948,349.285706,-62.884678,319.786163,-51.046461,1,0.0,0.0,0.0,,0.018000000000000002,16
130779949,1.7532470000000002,-46.768478,324.030235,-68.498041,1,0.0,0.0,0.0,,0.013999999999999999,65
130779950,151.523438,3.1349270000000002,236.900695,43.80317,1,0.0,0.0,0.0,,0.019,65
130779951,348.595886,-63.07261999999999,320.02328900000003,-50.71306,1,0.0,0.0,0.0,,0.021,16
130779952,349.429535,-62.508568000000004,320.039643,-51.393745,1,0.0,0.0,0.0,,0.02,65
130779953,53.96484399999999,-28.630989000000003,225.14295,-53.813613000000004,1,0.0,0.0,0.0,,0.009000000000000001,92
130779954,52.55859399999999,-27.279613,222.538937,-54.84510699999999,1,0.0,0.0,0.0,,0.008,65
130779955,358.636353,-46.768478,328.890146,-67.388837,1,0.0,0.0,0.0,,0.008,65
130779956,349.966217,-62.696659,319.54298900000003,-51.376556,1,0.0,0.0,0.0,,0.021,65
130779957,349.891296,-64.573555,317.972107,-49.786192,1,0.0,0.0,0.0,,0.023,16
130779958,346.5625,-63.448283999999994,320.82472,-49.866957,1,0.0,0.0,0.0,,0.021,65
130779959,151.347656,3.583322,236.252362,43.918627,1,0.0,0.0,0.0,,0.015,16
130779960,349.891296,-64.573555,317.972107,-49.786192,1,0.0,0.0,0.0,,0.023,16
130779961,34.453125,-5.229529,169.987075,-59.956185,1,0.0,0.0,0.0,,0.019,65
130779962,51.328125,-27.784405,223.13058900000001,-55.999499,1,0.0,0.0,0.0,,0.013000000000000001,6
130779963,151.699219,3.583322,236.53322400000002,44.205648,1,0.0,0.0,0.0,,0.016,65
130779964,53.4375,-29.142222999999998,225.90812000000003,-54.336118000000006,1,0.0,0.0,0.0,,0.008,65
130779965,349.891296,-64.573555,317.972107,-49.786192,1,0.0,0.0,0.0,,0.023,92
130779966,350.230255,-61.943836,320.053946,-52.070537,1,0.0,0.0,0.0,,0.017,92
130779967,33.398438,-3.7328339999999995,166.49228,-59.466614,1,0.0,0.0,0.0,,0.022000000000000002,65
130779968,53.789062,-27.784405,223.68569700000003,-53.845803000000004,1,0.0,0.0,0.0,,0.009000000000000001,65
130779969,346.276581,-64.011238,320.448031,-49.344136,1,0.0,0.0,0.0,,0.019,65
130779970,51.855469,-28.630989000000003,224.73326,-55.649871999999995,1,0.0,0.0,0.0,,0.009000000000000001,16
130779971,349.429535,-62.508568000000004,320.039643,-51.393745,1,0.0,0.0,0.0,,0.02,6
130779972,359.415588,-46.768478,327.729895,-67.686097,1,0.0,0.0,0.0,,0.009000000000000001,65
130779973,151.171875,2.537361,237.288526,43.169764,1,0.0,0.0,0.0,,0.024,16
130779974,349.615387,-63.636005000000004,318.92724599999997,-50.506541999999996,1,0.0,0.0,0.0,,0.018000000000000002,65
130779975,53.085938,-28.122234000000002,224.10090899999997,-54.509752,1,0.0,0.0,0.0,,0.006999999999999999,65
130779976,33.398438,-4.331149,167.226341,-59.936551,1,0.0,0.0,0.0,,0.018000000000000002,65
130779977,348.529419,-61.75544,321.29398,-51.763351,1,0.0,0.0,0.0,,0.016,65
130779978,150.820312,3.1349270000000002,236.341348,43.230123,1,0.0,0.0,0.0,,0.016,65
130779979,152.050781,2.985506,237.495952,44.143927000000005,1,0.0,0.0,0.0,,0.019,16
130779980,347.013428,-62.508568000000004,321.472056,-50.73533,1,0.0,0.0,0.0,,0.018000000000000002,92
130779981,53.61328100000001,-28.630989000000003,225.073365,-54.119461,1,0.0,0.0,0.0,,0.006,65
130779982,351.382965,-64.011238,317.574052,-50.604657,1,0.0,0.0,0.0,,0.023,16
130779983,348.908447,-63.823657999999995,319.16988599999996,-50.176186,1,0.0,0.0,0.0,,0.018000000000000002,92
130779984,359.81170699999996,-45.191612,329.485675,-69.15090500000001,1,0.0,0.0,0.0,,0.01,16
130779985,52.91015600000001,-25.944481,220.36635,-54.301439,1,0.0,0.0,0.0,,0.01,92
130779986,51.328125,-27.784405,223.13058900000001,-55.999499,1,0.0,0.0,0.0,,0.013000000000000001,65
130779987,53.61328100000001,-27.953188,223.92953300000002,-54.024772,1,0.0,0.0,0.0,,0.006999999999999999,65
130779988,150.46875,1.6415099999999998,237.714575,42.075234,1,0.0,0.0,0.0,,0.017,65
130779989,350.230255,-61.943836,320.053946,-52.070537,1,0.0,0.0,0.0,,0.017,65
130779990,1.7532470000000002,-46.768478,324.030235,-68.498041,1,0.0,0.0,0.0,,0.013999999999999999,16
130779991,348.908447,-63.823657999999995,319.16988599999996,-50.176186,1,0.0,0.0,0.0,,0.018000000000000002,65
130779992,51.855469,-28.630989000000003,224.73326,-55.649871999999995,1,0.0,0.0,0.0,,0.009000000000000001,92
130779993,34.980469,-6.279287999999999,172.180075,-60.389399,1,0.0,0.0,0.0,,0.023,16
130779994,149.238281,3.882372,234.283829,42.351155,1,0.0,0.0,0.0,,0.033,65
130779995,53.085938,-27.111859999999997,222.38429100000002,-54.355086,1,0.0,0.0,0.0,,0.006999999999999999,92
130779996,150.117188,3.7328339999999995,235.120533,42.993809000000006,1,0.0,0.0,0.0,,0.02,65
130779997,349.615387,-63.636005000000004,318.92724599999997,-50.506541999999996,1,0.0,0.0,0.0,,0.018000000000000002,65
130779998,51.855469,-28.630989000000003,224.73326,-55.649871999999995,1,0.0,0.0,0.0,,0.009000000000000001,65
130779999,51.855469,-26.276812,220.62703100000002,-55.293792,1,0.0,0.0,0.0,,0.013999999999999999,16
130780000,346.276581,-64.011238,320.448031,-49.344136,1,0.0,0.0,0.0,,0.019,65
130780001,148.886719,2.6867240000000003,235.347248,41.389003,1,0.0,0.0,0.0,,0.027999999999999997,16
130780002,347.861847,-61.943836,321.519104,-51.424048,1,0.0,0.0,0.0,,0.017,65
130780003,1.7532470000000002,-46.768478,324.030235,-68.498041,1,0.0,0.0,0.0,,0.013999999999999999,92
130780004,52.207031,-28.29155,224.208534,-55.30015699999999,1,0.0,0.0,0.0,,0.006999999999999999,65
130780005,152.050781,3.2843690000000003,237.15737400000003,44.318466,1,0.0,0.0,0.0,,0.019,16
130780006,352.132874,-63.636005000000004,317.424173,-51.095855,1,0.0,0.0,0.0,,0.021,65
130780007,152.050781,2.985506,237.495952,44.143927000000005,1,0.0,0.0,0.0,,0.019,16
130780008,348.595886,-63.07261999999999,320.02328900000003,-50.71306,1,0.0,0.0,0.0,,0.021,92
130780009,347.861847,-61.943836,321.519104,-51.424048,1,0.0,0.0,0.0,,0.017,65
130780010,359.058563,-45.191612,330.695783,-68.844915,1,0.0,0.0,0.0,,0.011000000000000001,65
130780011,51.855469,-27.953188,223.543603,-55.56146999999999,1,0.0,0.0,0.0,,0.008,65
130780012,351.73467999999997,-62.884678,318.28412799999995,-51.651216999999995,1,0.0,0.0,0.0,,0.019,65
130780013,346.276581,-64.011238,320.448031,-49.344136,1,0.0,0.0,0.0,,0.019,16
130780014,351.953644,-62.13215600000001,318.777388,-52.347124,1,0.0,0.0,0.0,,0.019,65
130780015,151.699219,3.583322,236.53322400000002,44.205648,1,0.0,0.0,0.0,,0.016,65
130780016,358.636353,-46.768478,328.890146,-67.388837,1,0.0,0.0,0.0,,0.008,65
130780017,33.574219,-6.579592999999999,170.455585,-61.548218999999996,1,0.0,0.0,0.0,,0.021,65
130780018,151.347656,3.583322,236.252362,43.918627,1,0.0,0.0,0.0,,0.015,16
130780019,51.679688,-27.447618,222.618229,-55.642263,1,0.0,0.0,0.0,,0.01,65
130780020,51.855469,-27.953188,223.543603,-55.56146999999999,1,0.0,0.0,0.0,,0.008,16
130780021,349.966217,-62.696659,319.54298900000003,-51.376556,1,0.0,0.0,0.0,,0.021,92
130780022,346.130127,-63.07261999999999,321.42310299999997,-50.042305,1,0.0,0.0,0.0,,0.02,92
130780023,352.132874,-63.636005000000004,317.424173,-51.095855,1,0.0,0.0,0.0,,0.021,16
130780024,53.26171899999999,-27.615883,223.280041,-54.281374,1,0.0,0.0,0.0,,0.006,92
130780025,149.589844,3.583322,234.885369,42.474696,1,0.0,0.0,0.0,,0.024,65
130780026,350.230255,-61.943836,320.053946,-52.070537,1,0.0,0.0,0.0,,0.017,65
130780027,358.3125,-44.993881,332.185785,-68.685906,1,0.0,0.0,0.0,,0.009000000000000001,65
130780028,53.085938,-28.122234000000002,224.10090899999997,-54.509752,1,0.0,0.0,0.0,,0.006999999999999999,65
130780029,150.117188,2.836105,236.12471800000003,42.483719,1,0.0,0.0,0.0,,0.016,65
130780030,53.085938,-28.122234000000002,224.10090899999997,-54.509752,1,0.0,0.0,0.0,,0.006999999999999999,65
130780031,33.398438,-3.7328339999999995,166.49228,-59.466614,1,0.0,0.0,0.0,,0.022000000000000002,65
130780032,151.171875,1.342993,238.60252000000003,42.464379,1,0.0,0.0,0.0,,0.026000000000000002,16
130780033,150.46875,3.7328339999999995,235.392208,43.283244,1,0.0,0.0,0.0,,0.02,16
130780034,33.574219,-6.579592999999999,170.455585,-61.548218999999996,1,0.0,0.0,0.0,,0.021,65
130780035,348.908447,-63.823657999999995,319.16988599999996,-50.176186,1,0.0,0.0,0.0,,0.018000000000000002,65
130780036,352.711273,-63.823657999999995,316.922299,-51.059403,1,0.0,0.0,0.0,,0.024,65
130780037,349.615387,-63.636005000000004,318.92724599999997,-50.506541999999996,1,0.0,0.0,0.0,,0.018000000000000002,65
130780038,359.805206,-46.768478,327.135979,-67.829903,1,0.0,0.0,0.0,,0.011000000000000001,65
130780039,1.7532470000000002,-46.768478,324.030235,-68.498041,1,0.0,0.0,0.0,,0.013999999999999999,65
130780040,349.966217,-62.696659,319.54298900000003,-51.376556,1,0.0,0.0,0.0,,0.021,65
130780041,150.996094,2.985506,236.647967,43.28735,1,0.0,0.0,0.0,,0.02,16
130780042,348.908447,-63.823657999999995,319.16988599999996,-50.176186,1,0.0,0.0,0.0,,0.018000000000000002,65
130780043,53.085938,-27.111859999999997,222.38429100000002,-54.355086,1,0.0,0.0,0.0,,0.006999999999999999,65
130780044,352.398651,-62.696659,318.017427,-51.967966,1,0.0,0.0,0.0,,0.02,65
130780045,33.925781,-5.979157,170.179895,-60.866303,1,0.0,0.0,0.0,,0.022000000000000002,92
130780046,1.708861,-45.586655,325.688716,-69.520253,1,0.0,0.0,0.0,,0.011000000000000001,16
130780047,34.101562,-5.829153,170.247753,-60.638325,1,0.0,0.0,0.0,,0.019,16
130780048,150.996094,2.388015,237.31391200000002,42.939977,1,0.0,0.0,0.0,,0.021,65
130780049,150.820312,3.7328339999999995,235.66631800000002,43.572109000000005,1,0.0,0.0,0.0,,0.016,16
130780050,359.415588,-46.768478,327.729895,-67.686097,1,0.0,0.0,0.0,,0.009000000000000001,92
130780051,149.414062,3.4338339999999996,234.919132,42.24555,1,0.0,0.0,0.0,,0.027000000000000003,53
130780052,51.855469,-28.630989000000003,224.73326,-55.649871999999995,1,0.0,0.0,0.0,,0.009000000000000001,65
130780053,151.523438,3.1349270000000002,236.900695,43.80317,1,0.0,0.0,0.0,,0.019,16
130780054,51.328125,-27.784405,223.13058900000001,-55.999499,1,0.0,0.0,0.0,,0.013000000000000001,65
130780055,351.321442,-64.198746,317.458993,-50.429930999999996,1,0.0,0.0,0.0,,0.023,65
130780056,346.5625,-63.448283999999994,320.82472,-49.866957,1,0.0,0.0,0.0,,0.021,65
130780057,151.523438,3.1349270000000002,236.900695,43.80317,1,0.0,0.0,0.0,,0.019,16
130780058,52.55859399999999,-27.279613,222.538937,-54.84510699999999,1,0.0,0.0,0.0,,0.008,65
130780059,149.238281,3.882372,234.283829,42.351155,1,0.0,0.0,0.0,,0.033,65
130780060,52.207031,-26.610097999999997,221.298836,-55.042928,1,0.0,0.0,0.0,,0.013999999999999999,65
130780061,33.925781,-5.979157,170.179895,-60.866303,1,0.0,0.0,0.0,,0.022000000000000002,16
130780062,34.980469,-6.279287999999999,172.180075,-60.389399,1,0.0,0.0,0.0,,0.023,16
130780063,0.18987300000000001,-45.586655,328.254458,-68.969298,1,0.0,0.0,0.0,,0.006999999999999999,65
130780064,33.398438,-3.7328339999999995,166.49228,-59.466614,1,0.0,0.0,0.0,,0.022000000000000002,92
130780065,34.277344,-5.079716,169.526841,-59.95664,1,0.0,0.0,0.0,,0.019,92
130780066,151.171875,2.238686,237.619933,42.994783,1,0.0,0.0,0.0,,0.024,65
130780067,349.615387,-63.636005000000004,318.92724599999997,-50.506541999999996,1,0.0,0.0,0.0,,0.018000000000000002,16
130780068,349.966217,-62.696659,319.54298900000003,-51.376556,1,0.0,0.0,0.0,,0.021,65
130780069,51.855469,-27.953188,223.543603,-55.56146999999999,1,0.0,0.0,0.0,,0.008,65
130780070,51.679688,-27.447618,222.618229,-55.642263,1,0.0,0.0,0.0,,0.01,16
130780071,53.26171899999999,-27.615883,223.280041,-54.281374,1,0.0,0.0,0.0,,0.006,65
130780072,54.66796899999999,-27.615883,223.61078500000002,-53.05084,1,0.0,0.0,0.0,,0.009000000000000001,92
130780073,150.996094,4.181528,235.291975,43.970869,1,0.0,0.0,0.0,,0.015,92
130780074,150.820312,3.7328339999999995,235.66631800000002,43.572109000000005,1,0.0,0.0,0.0,,0.016,65
130780075,150.996094,4.181528,235.291975,43.970869,1,0.0,0.0,0.0,,0.015,16
130780076,33.574219,-5.079716,168.448505,-60.40721800000001,1,0.0,0.0,0.0,,0.016,16
130780077,33.574219,-4.7801919999999996,168.06458700000002,-60.175886,1,0.0,0.0,0.0,,0.019,65
130780078,51.679688,-27.447618,222.618229,-55.642263,1,0.0,0.0,0.0,,0.01,16
130780079,351.299988,-62.3204,319.03859700000004,-52.026866999999996,1,0.0,0.0,0.0,,0.018000000000000002,65
130780080,35.332031,-5.979157,172.286722,-59.931743000000004,1,0.0,0.0,0.0,,0.022000000000000002,16
130780081,150.996094,2.985506,236.647967,43.28735,1,0.0,0.0,0.0,,0.02,16
130780082,148.886719,2.6867240000000003,235.347248,41.389003,1,0.0,0.0,0.0,,0.027999999999999997,65
130780083,150.996094,4.181528,235.291975,43.970869,1,0.0,0.0,0.0,,0.015,65
130780084,347.84671000000003,-64.760857,318.929827,-49.143596,1,0.0,0.0,0.0,,0.019,65
130780085,151.699219,3.583322,236.53322400000002,44.205648,1,0.0,0.0,0.0,,0.016,65
130780086,151.171875,1.342993,238.60252000000003,42.464379,1,0.0,0.0,0.0,,0.026000000000000002,16
130780087,349.16058300000003,-64.760857,318.21970600000003,-49.458923999999996,1,0.0,0.0,0.0,,0.02,65
130780088,150.46875,3.7328339999999995,235.392208,43.283244,1,0.0,0.0,0.0,,0.02,65
130780089,149.414062,2.238686,236.239766,41.565558,1,0.0,0.0,0.0,,0.017,16
130780090,150.46875,1.6415099999999998,237.714575,42.075234,1,0.0,0.0,0.0,,0.017,65
130780091,348.529419,-61.75544,321.29398,-51.763351,1,0.0,0.0,0.0,,0.016,16
130780092,51.679688,-27.447618,222.618229,-55.642263,1,0.0,0.0,0.0,,0.01,92
130780093,351.321442,-64.198746,317.458993,-50.429930999999996,1,0.0,0.0,0.0,,0.023,65
130780094,150.117188,2.836105,236.12471800000003,42.483719,1,0.0,0.0,0.0,,0.016,16
130780095,149.238281,3.882372,234.283829,42.351155,1,0.0,0.0,0.0,,0.033,16
130780096,149.414062,1.940072,236.565366,41.393322999999995,1,0.0,0.0,0.0,,0.018000000000000002,65
130780097,359.81170699999996,-45.191612,329.485675,-69.15090500000001,1,0.0,0.0,0.0,,0.01,65
130780098,149.414062,2.238686,236.239766,41.565558,1,0.0,0.0,0.0,,0.017,65
130780099,51.855469,-26.276812,220.62703100000002,-55.293792,1,0.0,0.0,0.0,,0.013999999999999999,65
130780100,358.3125,-44.993881,332.185785,-68.685906,1,0.0,0.0,0.0,,0.009000000000000001,65
130780101,53.085938,-27.784405,223.52550899999997,-54.460747999999995,1,0.0,0.0,0.0,,0.006999999999999999,65
130780102,151.171875,1.342993,238.60252000000003,42.464379,1,0.0,0.0,0.0,,0.026000000000000002,16
130780103,52.91015600000001,-27.279613,222.625192,-54.536648,1,0.0,0.0,0.0,,0.006999999999999999,65
130780104,52.55859399999999,-27.279613,222.538937,-54.84510699999999,1,0.0,0.0,0.0,,0.008,16
